observationUnitName	observationUnitXref	X	Y	germplasmDbId	germplasmName	accessionNumber	season	observationTimeStamp	Budflush2	Shoots3	Syllep1	Circum2	Height2	REP	Height1	Circum1
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-03-21T01:00:00Z	90.151936882643398							
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-01-01T01:00:00Z								48.94
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-12-01T01:00:00Z				124.55				
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-01-01T01:00:00Z							252.2	
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-12-01T01:00:00Z					534.79999999999995			
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-01-01T01:00:00Z			23.9					
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2004	2004-12-01T01:00:00Z						6		
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2005	2005-05-01T02:00:00Z		11.249316						
661300551	gnpis.lot:'661300551'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZXUlFaUA==	661300551	661300551	2005	2005-05-01T02:00:00Z						6		
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-03-21T01:00:00Z	95.985270215976698							
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-01-01T01:00:00Z								45.27
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-12-01T01:00:00Z				118.11				
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-01-01T01:00:00Z							247.4	
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-12-01T01:00:00Z					547.9			
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-01-01T01:00:00Z			14.067					
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2004	2004-12-01T01:00:00Z						6		
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2005	2005-05-01T02:00:00Z		18.275625000000002						
661300286	gnpis.lot:'661300286'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09GRlBDRw==	661300286	661300286	2005	2005-05-01T02:00:00Z						6		
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-03-21T01:00:00Z	90.899967865392							
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-01-01T01:00:00Z								57.55
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-12-01T01:00:00Z				131.5				
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-01-01T01:00:00Z							282.89999999999998	
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-12-01T01:00:00Z					553.5			
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-01-01T01:00:00Z			20.419					
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2004	2004-01-01T01:00:00Z						6		
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2005	2005-05-01T02:00:00Z		10.797796						
661300260	gnpis.lot:'661300260'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lNSFRPMw==	661300260	661300260	2005	2005-05-01T02:00:00Z						6		
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-03-21T01:00:00Z	93.485270215976698							
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-01-01T01:00:00Z								59.41
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-12-01T01:00:00Z				139.75				
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-01-01T01:00:00Z							283.2	
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-12-01T01:00:00Z					491			
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-01-01T01:00:00Z			23.567					
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2004	2004-12-01T01:00:00Z						6		
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2005	2005-05-01T02:00:00Z		13.439556						
661300432	gnpis.lot:'661300432'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzBORjNPSA==	661300432	661300432	2005	2005-05-01T02:00:00Z						6		
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-03-21T01:00:00Z	93.348836082488802							
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-01-01T01:00:00Z								55.75
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-12-01T01:00:00Z				120.77				
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-01-01T01:00:00Z							294.2	
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-12-01T01:00:00Z					564.1			
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-01-01T01:00:00Z			22.4					
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2004	2004-01-01T01:00:00Z						6		
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2005	2005-05-01T02:00:00Z		18.438435999999996						
661300344	gnpis.lot:'661300344'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1BFN1JTUg==	661300344	661300344	2005	2005-05-01T02:00:00Z						6		
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-03-21T01:00:00Z	93.485270215976698							
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-01-01T01:00:00Z								46.99
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-12-01T01:00:00Z				97.19				
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-01-01T01:00:00Z							235.5	
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-12-01T01:00:00Z					507.7			
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-01-01T01:00:00Z			19.233000000000001					
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2004	2004-12-01T01:00:00Z						6		
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2005	2005-05-01T02:00:00Z		8.1225000000000005						
661300327	gnpis.lot:'661300327'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0LzU5V1FRRg==	661300327	661300327	2005	2005-05-01T02:00:00Z						6		
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-03-21T01:00:00Z	92.536127076852495							
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-01-01T01:00:00Z								46.32
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-12-01T01:00:00Z				111.83				
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-01-01T01:00:00Z							222.9	
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-12-01T01:00:00Z					444.9			
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-01-01T01:00:00Z			10.567					
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2004	2004-01-01T01:00:00Z						6		
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2005	2005-05-01T02:00:00Z		8.4972250000000003						
661300362	gnpis.lot:'661300362'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09IREEzSA==	661300362	661300362	2005	2005-05-01T02:00:00Z						6		
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-03-21T01:00:00Z	94.151936882643398							
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-01-01T01:00:00Z								67.27
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-12-01T01:00:00Z				136.65				
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-01-01T01:00:00Z							295.7	
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-12-01T01:00:00Z					604.6			
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-01-01T01:00:00Z			20.567					
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2004	2004-12-01T01:00:00Z						6		
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2005	2005-05-01T02:00:00Z		10.106040999999999						
661300400	gnpis.lot:'661300400'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1UwQ003MA==	661300400	661300400	2005	2005-05-01T02:00:00Z						6		
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-03-21T01:00:00Z	90.985270215976698							
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z								49.46
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-12-01T01:00:00Z				110.83				
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z							256.5	
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-12-01T01:00:00Z					517.1			
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-01-01T01:00:00Z			21.567					
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2004	2004-12-01T01:00:00Z						6		
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2005	2005-05-01T02:00:00Z		20.430399999999995						
661300383	gnpis.lot:'661300383'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09WR0ZIQQ==	661300383	661300383	2005	2005-05-01T02:00:00Z						6		
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-03-21T01:00:00Z	92.985270215976698							
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-01-01T01:00:00Z								57.32
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-12-01T01:00:00Z				134.22999999999999				
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-01-01T01:00:00Z							263.2	
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-12-01T01:00:00Z					581.79999999999995			
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-01-01T01:00:00Z			24.233000000000001					
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2004	2004-12-01T01:00:00Z						6		
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2005	2005-05-01T02:00:00Z		13.4689						
661300538	gnpis.lot:'661300538'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0lVWUdFSQ==	661300538	661300538	2005	2005-05-01T02:00:00Z						6		
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-03-21T01:00:00Z	93.485270215976698							
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-01-01T01:00:00Z								47.89
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-12-01T01:00:00Z				114.73				
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-01-01T01:00:00Z							251	
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-12-01T01:00:00Z					520			
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-01-01T01:00:00Z			18.399999999999999					
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2004	2004-01-01T01:00:00Z						6		
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2005	2005-05-01T02:00:00Z		9.1264409999999998						
661300369	gnpis.lot:'661300369'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L1ZNWE41UA==	661300369	661300369	2005	2005-05-01T02:00:00Z						6		
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-03-21T01:00:00Z	91.318603549309998							
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-01-01T01:00:00Z								58.36
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-12-01T01:00:00Z				130.19999999999999				
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-01-01T01:00:00Z							289.2	
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-12-01T01:00:00Z					553.29999999999995			
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-01-01T01:00:00Z			20.567					
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2004	2004-03-21T01:00:00Z						6		
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2005	2005-05-01T02:00:00Z		19.589476000000001						
661300349	gnpis.lot:'661300349'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0dXVlZPMQ==	661300349	661300349	2005	2005-05-01T02:00:00Z						6		
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-03-21T01:00:00Z	94.818603549309998							
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-01-01T01:00:00Z								47.89
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-12-01T01:00:00Z				105.14				
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-01-01T01:00:00Z							243.9	
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-12-01T01:00:00Z					547			
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-01-01T01:00:00Z			18.067					
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2004	2004-12-01T01:00:00Z						5		
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2005	2005-05-01T02:00:00Z		12.489155999999999						
661300525	gnpis.lot:'661300525'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L0kxT1dMVg==	661300525	661300525	2005	2005-05-01T02:00:00Z						5		
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-03-21T01:00:00Z	91.318603549309998							
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-01-01T01:00:00Z								62.55
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-12-01T01:00:00Z				139.5				
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-01-01T01:00:00Z							299.89999999999998	
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-12-01T01:00:00Z					580.29999999999995			
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-01-01T01:00:00Z			28.4					
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2004	2004-12-01T01:00:00Z						6		
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2005	2005-05-01T02:00:00Z		10.125124						
661300429	gnpis.lot:'661300429'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L09FM0lKRQ==	661300429	661300429	2005	2005-05-01T02:00:00Z						6		
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-03-21T01:00:00Z	96.318603549309998							
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-01-01T01:00:00Z								47.37
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-12-01T01:00:00Z				122.23				
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-01-01T01:00:00Z							264.2	
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-12-01T01:00:00Z					544.5			
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-01-01T01:00:00Z			13.233000000000001					
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2004	2004-12-01T01:00:00Z						6		
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2005	2005-05-01T02:00:00Z		8.1282010000000007						
661300474	gnpis.lot:'661300474'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L081UTlYQQ==	661300474	661300474	2005	2005-05-01T02:00:00Z						6		
661300258	gnpis.lot:'661300258'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05HVFE0Mg==	661300258	661300258	2004	2004-03-21T01:00:00Z	93.651936882643398							
661300258	gnpis.lot:'661300258'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05HVFE0Mg==	661300258	661300258	2004	2004-01-01T01:00:00Z								44.48
661300258	gnpis.lot:'661300258'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05HVFE0Mg==	661300258	661300258	2004	2004-12-01T01:00:00Z				99.5				
661300258	gnpis.lot:'661300258'	NA	NA	aHR0cHM6Ly9kb2kub3JnLzEwLjE1NDU0L05HVFE0Mg==	661300258	661300258	2004	2004-01-01T01:00:00Z							211.7	
